File,Type,Size(Bytes),LastModified,Source
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.16.1/src/utils.rs,C source,30202,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.16.1/src/wasm_term.rs,ASCII text,1214,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.16.1/src/windows_term/colors.rs,C source,12762,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.16.1/src/windows_term/mod.rs,C source,20822,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.16.1/tests/data/sample_zellij_session.log,Unicode text,11657,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.16.1/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.467759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.cargo/config.toml,ASCII text,66,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.cargo_vcs_info.json,JSON text data,94,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.github/dependabot.yml,ASCII text,181,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.github/workflows/ci.yml,ASCII text,4198,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.github/workflows/clippy.yml,ASCII text,429,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.github/workflows/minver.yml,ASCII text,513,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.github/workflows/rustfmt.yml,ASCII text,342,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.gitignore,ASCII text,18,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/CHANGELOG.md,ASCII text,2557,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/Cargo.lock,ASCII text,10071,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/Cargo.toml,ASCII text,2172,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/Cargo.toml.orig,ASCII text,1311,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/LICENSE,ASCII text,1112,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/Makefile,makefile script,771,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/README.md,ASCII text,2425,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/benches/ansi_parser.rs,ASCII text,902,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/examples/colors.rs,C source,382,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/examples/colors256.rs,C source,321,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/examples/cursor_at.rs,C source,695,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/examples/keyboard.rs,ASCII text,498,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/examples/term.rs,C source,812,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/scripts/wasmtime-wrapper.sh,Bourne-Again shell script,164,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/ansi.rs,C source,13555,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/common_term.rs,ASCII text,1577,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/kb.rs,ASCII text,536,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/lib.rs,ASCII text,3321,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/term.rs,C source,20188,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/unix_term.rs,ASCII text,12677,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/utils.rs,Unicode text,26308,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/wasm_term.rs,ASCII text,1214,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/windows_term/colors.rs,C source,12781,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/src/windows_term/mod.rs,C source,20802,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/tests/data/sample_zellij_session.log,Unicode text,11657,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/console-0.15.11/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.479759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/.cargo_vcs_info.json,JSON text data,94,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/.github/workflows/rust.yaml,ASCII text,937,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/.gitignore,ASCII text,145,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/CHANGELOG.md,Unicode text,4007,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/CODE_OF_CONDUCT.md,ASCII text,5198,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/Cargo.toml,ASCII text,1493,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/Cargo.toml.orig,ASCII text,985,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/LICENSE-LGPL,ASCII text,7676,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/LICENSE-MIT,ASCII text,1061,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/README.md,Unicode text,11150,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/src/ini.rs,ASCII text,51251,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/src/lib.rs,Unicode text,7247,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/tests/test.ini,ASCII text,287,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/tests/test.rs,ASCII text,18404,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/tests/test_more.ini,ASCII text,78,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/tests/test_multiline.ini,ASCII text,149,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/configparser-3.1.0/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.483759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/.cargo_vcs_info.json,JSON text data,74,2020-05-14 12:06:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/.gitignore,ASCII text,18,2020-05-14 12:05:49.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/.travis.yml,ASCII text,179,2020-05-14 12:05:49.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/Cargo.toml,Unicode text,886,2020-05-14 12:06:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/Cargo.toml.orig,Unicode text,361,2020-05-14 12:06:15.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/LICENSE-APACHE,ASCII text,10847,2020-05-14 12:05:49.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/LICENSE-MIT,ASCII text,1056,2020-05-14 12:05:49.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/README.md,Unicode text,2302,2020-05-14 12:05:49.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/lib.rs,C source,19179,2020-05-14 12:05:49.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/fnv-1.0.7/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.503759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/.cargo_vcs_info.json,JSON text data,94,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/.github/FUNDING.yml,ASCII text,16,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/.github/workflows/ci.yml,ASCII text,2387,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/.gitignore,ASCII text,21,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/Cargo.lock,ASCII text,155,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/Cargo.toml,ASCII text,1467,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/Cargo.toml.orig,ASCII text,812,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/LICENSE-APACHE,ASCII text,9723,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/LICENSE-MIT,ASCII text,1023,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/README.md,HTML document,2868,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/benches/bench.rs,Rust Source file,345,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/benches/document1.txt,ASCII text,12979,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/benches/document2.txt,ASCII text,11918,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/src/find.rs,ASCII text,9396,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/src/lib.rs,C source,35474,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/src/range.rs,ASCII text,3227,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/src/tests.rs,Rust Source file,16542,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/tests/test.rs,Unicode text,1353,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dissimilar-1.0.10/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.535759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/.cargo_vcs_info.json,JSON text data,94,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/.github/dependabot.yml,ASCII text,217,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/.github/workflows/rust.yml,ASCII text,2746,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/.gitignore,ASCII text,28,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/Cargo.lock,ASCII text,13288,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/Cargo.toml,ASCII text,1477,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/Cargo.toml.orig,ASCII text,691,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/LICENSE-APACHE,ASCII text,11358,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/LICENSE-MIT,Unicode text,1252,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/README.md,ASCII text,2235,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/benches/datetime_format.rs,C source,1531,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/benches/datetime_parse.rs,C source,1107,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/deny.toml,ASCII text,53,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/src/date.rs,ASCII text,23648,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/src/duration.rs,C source,29901,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/src/lib.rs,ASCII text,1233,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/src/wrapper.rs,ASCII text,2983,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/humantime-2.3.0/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.539759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/.cargo/config.toml,ASCII text,198,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/.cargo_vcs_info.json,JSON text data,94,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/.github/workflows/ci.yml,ASCII text,1660,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/.gitignore,ASCII text,18,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/.vscode/settings.json,JSON text data,44,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/CHANGELOG.md,ASCII text,4224,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/Cargo.lock,ASCII text,11410,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/Cargo.toml,ASCII text,1854,1969-12-31 19:00:01.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/Cargo.toml.orig,ASCII text,1330,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/LICENSE,ASCII text,1112,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/README.md,ASCII text,855,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/buffered.rs,C source,1099,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/completion.rs,C source,1103,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/confirm.rs,C source,2075,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/editor.rs,C source,226,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/fuzzy_select.rs,C source,975,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/history.rs,C source,739,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/history_custom.rs,C source,1247,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/input.rs,Java source,1329,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/multi_select.rs,C source,1237,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/paging.rs,C source,922,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/password.rs,C source,616,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/select.rs,C source,1175,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/sort.rs,C source,937,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/examples/wizard.rs,C source,1999,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/completion.rs,ASCII text,110,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/edit.rs,ASCII text,3204,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/error.rs,ASCII text,388,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/history.rs,ASCII text,2375,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/lib.rs,ASCII text,1864,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/paging.rs,ASCII text,3809,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/confirm.rs,C source,8047,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/fuzzy_select.rs,C source,13159,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/input.rs,Java source,27285,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/mod.rs,Rust Source file,230,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/multi_select.rs,C source,11708,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/password.rs,C source,6203,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/select.rs,C source,11048,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/prompts/sort.rs,C source,11730,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/theme/colorful.rs,Unicode text,13224,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/theme/mod.rs,ASCII text,7191,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/theme/render.rs,ASCII text,8131,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/theme/simple.rs,ASCII text,104,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/src/validate.rs,ASCII text,1228,2006-07-23 21:21:28.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/dialoguer-0.11.0/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.547759567 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/.gitignore,ASCII text,90,2016-07-27 17:19:58.000000000 -0400,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/COPYING,ASCII text,126,2018-01-17 14:53:26.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/Cargo.toml.orig,ASCII text,600,2020-01-11 12:02:29.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/Cargo.toml,ASCII text,1116,2020-01-11 12:02:30.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/LICENSE-MIT,ASCII text,1081,2018-01-17 14:53:50.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/README.md,C source,1353,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/UNLICENSE,ASCII text,1211,2018-01-17 14:53:26.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/examples/is_same_file.rs,C source,191,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/examples/is_stderr.rs,C source,739,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/rustfmt.toml,ASCII text,44,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/src/lib.rs,C source,16326,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/src/unix.rs,ASCII text,3000,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/src/unknown.rs,ASCII text,1132,2020-01-11 11:48:11.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/src/win.rs,C source,5781,2020-01-11 12:01:38.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/.cargo_vcs_info.json,JSON text data,74,2020-01-11 12:02:30.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/Cargo.lock,ASCII text,2035,2020-01-11 12:02:30.000000000 -0500,proot_home
.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/same-file-1.0.6/.cargo-ok,JSON text data,7,2025-11-26 18:52:46.563759567 -0500,proot_home
